method,input_length,max_new_tokens,total_time_sec,generated_tokens,tokens_per_sec,decode_tokens_per_sec,model_memory_mb,peak_memory_mb,prefill_sec,decode_sec,ttft_sec,total_time_sec_std,generated_tokens_std,tokens_per_sec_std,decode_tokens_per_sec_std,model_memory_mb_std,peak_memory_mb_std,prefill_sec_std,decode_sec_std,ttft_sec_std,success_rate,model_name,device,dtype,quant_bits,kv_cache_memory_mb,incremental_memory_bytes_per_token,kv_mb_per_token,ms_per_decode_token,prefill_tokens_per_sec,decode_tokens_per_sec_per_gb,max_feasible_context_tokens,baseline_peak_memory_mb,baseline_kv_cache_memory_mb,baseline_decode_tokens_per_sec,baseline_ttft_sec,baseline_prefill_sec,baseline_ms_per_decode_token,baseline_prefill_tokens_per_sec,memory_savings_mb,memory_savings_pct,throughput_ratio,throughput_loss_pct,decode_slowdown_factor,extra_ms_per_token,ttft_ratio,prefill_throughput_ratio,memory_saved_per_1pct_throughput_loss_mb
baseline_fp16,4096,128,4.925006913999899,128.0,25.98982548653844,27.8962900828591,14324.5234375,15920.9716796875,0.3365809563332884,4.588425957666611,0.3365809563332884,0.0044677516565822814,0.0,0.02357389144208794,0.023689774933399257,0.0,0.0,0.0006585750849078392,0.0038965416036887196,0.0006585750849078392,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,,1596.4482421875,396306.1818181818,0.3779470270330256,35.847060560015144,12169.434791028607,1.7942247256989288,70474.09995944366,15920.9716796875,1596.4482421875,27.8962900828591,0.3365809563332884,0.3365809563332884,35.847060560015144,12169.434791028607,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
int3,512,32,2.6352250410000124,32.0,12.143459662423309,12.409068504854423,14324.5234375,14463.1875,0.05640527033331936,2.578819770666693,0.05640527033331936,0.015615732987817644,0.0,0.07194582170387569,0.07362433751861464,0.0,0.0,0.00034164217058752806,0.015304726941356688,0.00034164217058752806,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,3,138.6640625,267279.0588235294,0.2548971737132353,80.58622608206252,9077.165962939365,0.8785674768422195,104494.98585835822,14552.7646484375,228.2412109375,28.23017295204808,0.04840763999997457,0.04840763999997457,35.423091516251255,10576.842828947434,89.5771484375,0.6155335470715367,0.43956756927888935,56.04324307211106,2.2749630998494728,45.16313456581127,1.1652142168746296,0.8582112932695143,1.5983576882272985
int3,512,64,7.366347778666598,64.0,8.688178109355741,8.753053732528393,14324.5234375,14463.1875,0.054598854666664864,7.311748923999933,0.054598854666664864,0.013415565147681592,0.0,0.01582302971535131,0.0153495709747201,0.0,0.0,0.0006015992199177655,0.01282224065488273,0.0006015992199177655,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,3,138.6640625,252430.22222222222,0.24073621961805555,114.24584271472781,9377.486086948995,0.6197200321235602,110641.74973237929,14552.7646484375,228.2412109375,27.616231835699363,0.048450652999993765,0.048450652999993765,36.21058824931014,10567.45303309051,89.5771484375,0.6155335470715367,0.3169532246326729,68.30467753673271,3.1550396786747683,78.03525446541767,1.1268961569346008,0.887393211740303,1.3114350534680064
int3,512,128,23.695069007666916,128.0,5.4020230867077474,5.414590181197872,14324.5234375,14463.1875,0.05499877166676013,23.640070236000156,0.05499877166676013,0.09291701281539455,0.0,0.021145025847446736,0.02105118638236644,0.0,0.0,0.0008440100457941055,0.0920744203309804,0.0008440100457941055,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,3,138.6640625,227187.2,0.21666259765625,184.68618427900475,9309.298816748664,0.38335535272197924,122935.27748042143,14552.7646484375,228.2412109375,27.535713332729745,0.048377006999923304,0.048377006999923304,36.31647337101563,10583.54023432685,89.5771484375,0.6155335470715367,0.19663882013043527,80.33611798695648,5.085465826822373,148.36971090798912,1.1368783452611553,0.8796015898871637,1.1150295867176943
int3,1024,32,2.6095829839997955,32.0,12.262730701852123,12.713877070688936,14324.5234375,14593.1953125,0.09259706433325232,2.5169859196665434,0.09259706433325232,0.013971095526492535,0.0,0.06585492198649014,0.07026667765500509,0.0,0.0,0.0003524497307383415,0.013866557746608636,0.0003524497307383415,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,3,268.671875,266783.0303030303,0.2544241240530303,78.65421337960225,11058.665923950612,0.8921288204259049,104689.27292817681,14730.9013671875,406.3779296875,28.100975012862193,0.08706110566663479,0.08706110566663479,35.58595385186054,11761.853840002825,137.7060546875,0.9348107848596067,0.45243544271576425,54.75645572842358,2.210260084836534,43.068259527741716,1.0635870475596214,0.9402145337276148,2.5148825440872726
int3,1024,64,7.401313236000078,64.0,8.647148088908315,8.756593043376798,14324.5234375,14593.1953125,0.09250475033331894,7.308808485666759,0.09250475033331894,0.01798530155224161,0.0,0.02098414395293419,0.021665094789702,0.0,0.0,0.00018706633384097797,0.01810799705535634,0.00018706633384097797,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,3,268.671875,258936.4705882353,0.24694106158088236,114.19966590275284,11069.701786235397,0.6144474245977677,107861.67513812154,14730.9013671875,406.3779296875,27.93475088529507,0.08708907766670863,0.08708907766670863,35.797706022372395,11758.07606918132,137.7060546875,0.9348107848596067,0.3134659435243538,68.65340564756461,3.1901392181773263,78.40195988038045,1.0621854406052638,0.9414551939538649,2.0058153472301186
int3,1024,128,23.696511042333288,128.0,5.401678950674531,5.422882377459572,14324.5234375,14593.1953125,0.09265311866662763,23.603857923666663,0.09265311866662763,0.07879555231377648,0.0,0.017987738874675054,0.018060935756084338,0.0,0.0,0.0002992553146744356,0.07849884484236756,0.0002992553146744356,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,3,268.671875,244551.11111111112,0.2332221137152778,184.40377835900335,11051.975526959035,0.3805219786075279,114206.47955801104,14730.9013671875,406.3779296875,27.59270336163483,0.0871952789999947,0.0871952789999947,36.24146524875884,11743.755071877942,137.7060546875,0.9348107848596067,0.1965332032308078,80.34667967691922,5.088198755024636,148.1623131102445,1.0625932932290207,0.9410938374749087,1.7138985113165555
int3,2048,32,2.694887536667011,32.0,11.874341257268151,12.689085566314608,14324.5234375,14852.7109375,0.1730338253335806,2.52185371133343,0.1730338253335806,0.0022033619230978955,0.0,0.009708126644469661,0.011501573159483911,0.0,0.0,0.00010408168529067204,0.0022860577459522195,0.00010408168529067204,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,3,528.1875,266271.5076923077,0.2539362980769231,78.80788531008685,11835.8361207804,0.8748317848898525,104890.38693645722,15126.9248046875,802.4013671875,28.329816076645013,0.16662037566667698,0.16662037566667698,35.29849954883385,12291.41389104182,274.2138671875,1.8127535551874177,0.4479056811376703,55.20943188623298,2.2326128962240945,43.50938576125299,1.0384913888307015,0.9629352835808862,4.966793857842213
int3,2048,64,7.4838066736667015,64.0,8.55187106402542,8.754309965203404,14324.5234375,14852.7109375,0.17305693566671224,7.310749737999989,0.17305693566671224,0.02686924775073709,0.0,0.030689866261451638,0.03197006585405522,0.0,0.0,0.00017831985339001477,0.026710252629294776,0.00017831985339001477,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,3,528.1875,262237.0909090909,0.2500887784090909,114.22944857730603,11834.255542027004,0.6035540206828512,106504.08519701811,15126.9248046875,802.4013671875,27.834598401296503,0.16689010433333348,0.16689010433333348,35.92651079720343,12271.548443096914,274.2138671875,1.8127535551874177,0.3145118114869456,68.54881885130544,3.1795308267508635,78.30293778010261,1.0369514499257644,0.9643653037676839,4.000271219586125
int3,2048,128,23.63757196133338,128.0,5.415118893834799,5.455132727795573,14324.5234375,14852.7109375,0.17338263400006323,23.464189327333315,0.17338263400006323,0.04145481142442061,0.0,0.009499463818113929,0.009653007460547078,0.0,0.0,0.0003231844429999867,0.041509994595261224,0.0003231844429999867,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,3,528.1875,254524.23529411765,0.24273322610294118,183.31359655186637,11812.024957466347,0.37609672313483455,109731.48171813987,15126.9248046875,802.4013671875,27.85491160240917,0.16720686799991802,0.16720686799991802,35.900311380399785,12248.300709759147,274.2138671875,1.8127535551874177,0.19584096354927075,80.41590364507293,5.106184027471937,147.41328517146658,1.03693488236469,0.964380711852936,3.4099457291157487
int3,4096,32,2.838507034333361,32.0,11.273535124685276,12.826548148736606,14324.5234375,15370.7421875,0.34368010499990004,2.494826929333461,0.34368010499990004,0.0018179104193221276,0.0,0.007222487480061215,0.011696758370675906,0.0,0.0,0.00046373377286122134,0.0022739454855215486,0.00046373377286122134,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,3,1046.21875,265755.7829457364,0.25344446463178294,77.96329834059823,11918.059673547852,0.8545056018822308,105093.93685593955,15920.9716796875,1596.4482421875,28.078818531285734,0.33660384700003004,0.33660384700003004,35.6140340764619,12168.607211431052,550.2294921875,3.456004465415267,0.4568051228524848,54.319487714751524,2.189117306206148,42.34926426413633,1.0210225107732336,0.9794103356670237,10.129504443726084
int3,4096,64,7.581414110000121,64.0,8.44171241256992,8.84187976663206,14324.5234375,15370.7421875,0.34311873700001644,7.238295373000104,0.34311873700001644,0.012588083505390368,0.0,0.014012927885525092,0.015865349767646617,0.0,0.0,0.0004561546869097806,0.012990905495426147,0.0004561546869097806,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,3,1046.21875,263711.5076923077,0.2514948918269231,113.09812238952303,11937.558513453621,0.5890466947259263,105908.61853699334,15920.9716796875,1596.4482421875,27.916134106247863,0.3363101153333143,0.3363101153333143,35.82157888316605,12179.2352155108,550.2294921875,3.456004465415267,0.31673009353588016,68.32699064641199,3.1572623517907585,77.27654350635697,1.02024506952446,0.9801566602680115,8.052886377433248
int3,4096,128,23.76403551299988,128.0,5.386308117177024,5.465159874614275,14324.5234375,15370.7421875,0.34286800166652637,23.42116751133335,0.34286800166652637,0.05258563358772397,0.0,0.011905741436785078,0.012188364770244908,0.0,0.0,0.00042294252076735577,0.05229163121129902,0.00042294252076735577,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,3,1046.21875,259715.87878787878,0.24768436316287878,182.97726378417775,11946.28830946952,0.36408936168066985,107537.98189910092,15920.9716796875,1596.4482421875,27.8962900828591,0.3365809563332884,0.3365809563332884,35.847060560015144,12169.434791028607,550.2294921875,3.456004465415267,0.19590991699546267,80.40900830045373,5.1043868290912515,147.1302032241626,1.0186791475124708,0.9816633651939537,6.842883699442356
int4,512,32,6.32017573266656,32.0,5.063303713110119,5.120336679377057,14324.5234375,14447.1875,0.07039699433327463,6.249778738333286,0.07039699433327463,0.04255668909056837,0.0,0.03416360761238966,0.03458472617484353,0.0,0.0,0.00043915592550665915,0.042127725948416295,0.00043915592550665915,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,122.6640625,236438.58823529413,0.22548540900735295,195.29965754549966,7273.037788745369,0.36292356278217514,118125.0559836953,14552.7646484375,228.2412109375,28.23017295204808,0.04840763999997457,0.04840763999997457,35.423091516251255,10576.842828947434,105.5771484375,0.7254782921871522,0.18137815478759156,81.86218452124085,5.513343109985216,159.8765660292484,1.4542537982291972,0.6876378808277284,1.2896937585400718
int4,512,64,21.296631116999986,64.0,3.005182764434154,3.015330657795669,14324.5234375,14447.1875,0.07166923099998707,21.224961886,0.07166923099998707,0.053432606544525946,0.0,0.007545211258454001,0.007703035520481183,0.0,0.0,0.0019280923474281294,0.05419012829546526,0.0019280923474281294,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,122.6640625,223303.11111111112,0.2129584418402778,331.638587434733,7143.930426713974,0.2137231619360353,125073.58868861855,14552.7646484375,228.2412109375,27.616231835699363,0.048450652999993765,0.048450652999993765,36.21058824931014,10567.45303309051,105.5771484375,0.7254782921871522,0.10918689688496047,89.08131031150394,9.15860811626144,295.42799918542283,1.4792211572462457,0.676031433907844,1.185177317984127
int4,512,128,77.27994624499995,128.0,1.6563179431263482,1.6578114189778488,14324.5234375,14447.1875,0.06961948866667923,77.21032675633326,0.06961948866667923,0.10639296693057373,0.0,0.00227847908281883,0.0022787725870580633,0.0,0.0,0.0009720522195123041,0.1062148509440282,0.0009720522195123041,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,122.6640625,200972.8,0.19166259765625,603.2049173702559,7354.262575114972,0.11750376279350684,138970.65409846508,14552.7646484375,228.2412109375,27.535713332729745,0.048377006999923304,0.048377006999923304,36.31647337101563,10583.54023432685,105.5771484375,0.7254782921871522,0.06020586425147469,93.97941357485253,16.6096776856003,566.8884439992403,1.4391028503848864,0.6948773673351777,1.1234071848449037
int4,1024,32,6.249579071000274,32.0,5.120843758440689,5.213510808852375,14324.5234375,14561.1953125,0.11122193966684786,6.138357131333426,0.11122193966684786,0.07566902429574417,0.0,0.06180942793668292,0.05507954445962612,0.0,0.0,0.012525212964729629,0.0651224479017639,0.012525212964729629,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,236.671875,235008.0,0.22412109375,191.8093270857005,9206.816596323268,0.3666343973617263,118844.13071895424,14730.9013671875,406.3779296875,28.100975012862193,0.08706110566663479,0.08706110566663479,35.58595385186054,11761.853840002825,169.7060546875,1.1520412122608703,0.1855277550499967,81.44722449500033,5.39002910766918,156.22337323383994,1.2775158185186297,0.782769172408034,2.083632140195489
int4,1024,64,21.11346220166676,64.0,3.0312778875391957,3.047196019149068,14324.5234375,14561.1953125,0.11035549799998984,21.00310670366677,0.11035549799998984,0.08965254618171449,0.0,0.012901499823780927,0.011276859119917776,0.0,0.0,0.012236418738172234,0.07756644651410521,0.012236418738172234,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,236.671875,228096.0,0.217529296875,328.17055211277506,9279.102704969844,0.21429069912481788,122445.46801346801,14730.9013671875,406.3779296875,27.93475088529507,0.08708907766670863,0.08708907766670863,35.797706022372395,11758.07606918132,169.7060546875,1.1520412122608703,0.10908262728604179,89.09173727139581,9.167362621160116,292.3728460904027,1.2671565821643236,0.7891684532719578,1.90484617187936
int4,1024,128,77.20993079166676,128.0,1.6578197235921184,1.6602334319997485,14324.5234375,14561.1953125,0.11222851100001201,77.09770228066675,0.11222851100001201,0.10104239626678925,0.0,0.002169242614495414,0.0024299680908464526,0.0,0.0,0.013391759243625456,0.11287603989456838,0.013391759243625456,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,236.671875,215424.0,0.2054443359375,602.3249386054716,9124.241165419102,0.1167540849416611,129648.14260249554,14730.9013671875,406.3779296875,27.59270336163483,0.0871952789999947,0.0871952789999947,36.24146524875884,11743.755071877942,169.7060546875,1.1520412122608703,0.060169292230646515,93.98307077693535,16.61977335825569,566.0834733567128,1.2870938918610355,0.7769440957831596,1.8057087652550723
int4,2048,32,6.340544418666923,32.0,5.047168010766565,5.207986003137013,14324.5234375,14788.7109375,0.19585963700016384,6.144684781666759,0.19585963700016384,0.05821658012437708,0.0,0.0461975919802926,0.042686611112342294,0.0,0.0,0.015773000959882356,0.05033260964698856,0.015773000959882356,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,464.1875,234007.63076923077,0.2231670673076923,192.01280483427823,10456.467863249878,0.3606113940390419,119352.18257708361,15126.9248046875,802.4013671875,28.329816076645013,0.16662037566667698,0.16662037566667698,35.29849954883385,12291.41389104182,338.2138671875,2.235840209126279,0.18383409158206487,81.61659084179351,5.439687445315837,156.71430528544437,1.1754843080655384,0.8507131853131005,4.1439352428123035
int4,2048,64,21.14691710533316,64.0,3.026476765974316,3.0549915143335693,14324.5234375,14788.7109375,0.19740613699984044,20.949510968333318,0.19740613699984044,0.08267934083073634,0.0,0.011852272632065643,0.011258440583271814,0.0,0.0,0.020166014203534654,0.07704055811271691,0.020166014203534654,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,464.1875,230462.0606060606,0.2197857481060606,327.3331514369672,10374.55081754452,0.2115337383967023,121188.37000134644,15126.9248046875,802.4013671875,27.834598401296503,0.16689010433333348,0.16689010433333348,35.92651079720343,12271.548443096914,338.2138671875,2.235840209126279,0.10975518562506982,89.02448143749302,9.111186813678753,291.4066406397638,1.1828510611123868,0.8454149747809937,3.7991107808358415
int4,2048,128,76.7987281573334,128.0,1.6666944818928655,1.6709840065816486,14324.5234375,14788.7109375,0.19715356466667797,76.60157459266672,0.19715356466667797,0.03370089501663343,0.0,0.0007315629661458269,0.0004439499777564314,0.0,0.0,0.017440392267492312,0.020351337803594622,0.017440392267492312,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,464.1875,223683.76470588235,0.21332146139705882,598.4497733438584,10387.841596790282,0.11570228331400896,124860.74484987209,15126.9248046875,802.4013671875,27.85491160240917,0.16720686799991802,0.16720686799991802,35.900311380399785,12248.300709759147,338.2138671875,2.235840209126279,0.05998884614794919,94.00111538520508,16.669765534974978,562.5494619634586,1.1790996806828211,0.8481047161516457,3.5979771708191004
int4,4096,32,6.428334384666566,32.0,4.978229835196458,5.280973202682188,14324.5234375,15242.7421875,0.3685802260000249,6.05975415866654,0.3685802260000249,0.05793056457894606,0.0,0.044692344500827916,0.04267068770698679,0.0,0.0,0.01382219203705834,0.049190456357657,0.01382219203705834,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,918.21875,233241.7984496124,0.22243671269379844,189.35903698433907,11112.913040537675,0.354773208982123,119744.06670523772,15920.9716796875,1596.4482421875,28.078818531285734,0.33660384700003004,0.33660384700003004,35.6140340764619,12168.607211431052,678.2294921875,4.259975495420343,0.18807675959720557,81.19232404027944,5.316978036742281,153.74500290787716,1.0949970693590796,0.9132444533256304,8.353369609804874
int4,4096,64,21.141224533999775,64.0,3.027279202066739,3.0819387884381313,14324.5234375,15242.7421875,0.3749698393330618,20.766254694666713,0.3749698393330618,0.06389970834301022,0.0,0.009139439202650104,0.008510066652926435,0.0,0.0,0.020500086937264815,0.05743211510009471,0.020500086937264815,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,918.21875,231447.63076923077,0.2207256610576923,324.4710776708129,10923.545230425278,0.20704314752162414,120672.3152843481,15920.9716796875,1596.4482421875,27.916134106247863,0.3363101153333143,0.3363101153333143,35.82157888316605,12179.2352155108,678.2294921875,4.259975495420343,0.11039991342312572,88.96000865768742,9.05797811785718,288.64949878764685,1.1149526054588996,0.8968991104230958,7.623981859054048
int4,4096,128,76.60166825666663,128.0,1.6709829064959347,1.6790716184657846,14324.5234375,15242.7421875,0.3690301806665654,76.23263807600006,0.3690301806665654,0.07334660358875332,0.0,0.001600605159840602,0.0013961727278121294,0.0,0.0,0.01596246491352209,0.06338133282744687,0.01596246491352209,1.0,mistralai/Mistral-7B-Instruct-v0.2,cuda,float16,4,918.21875,227940.84848484848,0.21738133285984848,595.5672104765421,11099.363181086026,0.11279921395764035,122528.81244256883,15920.9716796875,1596.4482421875,27.8962900828591,0.3365809563332884,0.3365809563332884,35.847060560015144,12169.434791028607,678.2294921875,4.259975495420343,0.06018978199174562,93.98102180082543,16.61411566729282,559.7201499165269,1.0964083787947445,0.9120689145948302,7.216664377462037
